year,location,educational_qualification,field_of_study,gender,age_group,population_group,median_income,number_graduates
2021,British Columbia,"Career, technical or professional training certificate","Visual and performing arts, and communications technologies [2]",Woman,15 to 34 years,Not a visible minority,39100.0,110.0
2021,British Columbia,"Career, technical or professional training diploma","Agriculture, natural resources and conservation [9]",Man,15 to 34 years,Not a visible minority,58600.0,90.0
2021,British Columbia,"Career, technical or professional training diploma","Agriculture, natural resources and conservation [9]",Woman,15 to 34 years,Not a visible minority,55600.0,150.0
2021,British Columbia,"Career, technical or professional training diploma","Architecture, engineering, and related trades [8]",Man,15 to 34 years,Chinese,58200.0,60.0
2021,British Columbia,"Career, technical or professional training diploma","Architecture, engineering, and related trades [8]",Man,15 to 34 years,Filipino,66200.0,60.0
2021,British Columbia,"Career, technical or professional training diploma","Architecture, engineering, and related trades [8]",Man,15 to 34 years,Not a visible minority,63500.0,170.0
2021,British Columbia,"Career, technical or professional training diploma","Architecture, engineering, and related trades [8]",Man,15 to 34 years,South Asian,61200.0,60.0
2021,British Columbia,"Career, technical or professional training diploma","Architecture, engineering, and related trades [8]",Woman,15 to 34 years,Not a visible minority,65800.0,40.0
2021,British Columbia,"Career, technical or professional training diploma","Business, management and public administration [5]",Man,15 to 34 years,Chinese,56700.0,60.0
2021,British Columbia,"Career, technical or professional training diploma","Business, management and public administration [5]",Man,15 to 34 years,Filipino,46500.0,30.0
2021,British Columbia,"Career, technical or professional training diploma","Business, management and public administration [5]",Man,15 to 34 years,Not a visible minority,57400.0,210.0
2021,British Columbia,"Career, technical or professional training diploma","Business, management and public administration [5]",Man,15 to 34 years,South Asian,49200.0,80.0
2021,British Columbia,"Career, technical or professional training diploma","Business, management and public administration [5]",Man,35 to 64 years,Not a visible minority,69500.0,50.0
2021,British Columbia,"Career, technical or professional training diploma","Business, management and public administration [5]",Woman,15 to 34 years,Chinese,49800.0,70.0
2021,British Columbia,"Career, technical or professional training diploma","Business, management and public administration [5]",Woman,15 to 34 years,Filipino,52000.0,50.0
2021,British Columbia,"Career, technical or professional training diploma","Business, management and public administration [5]",Woman,15 to 34 years,Not a visible minority,49700.0,260.0
2021,British Columbia,"Career, technical or professional training diploma","Business, management and public administration [5]",Woman,15 to 34 years,South Asian,51700.0,50.0
2021,British Columbia,"Career, technical or professional training diploma","Business, management and public administration [5]",Woman,15 to 34 years,Southeast Asian,37000.0,20.0
2021,British Columbia,"Career, technical or professional training diploma","Business, management and public administration [5]",Woman,35 to 64 years,Not a visible minority,60100.0,100.0
2021,British Columbia,"Career, technical or professional training diploma",Education [1],Man,35 to 64 years,Not a visible minority,90700.0,40.0
2021,British Columbia,"Career, technical or professional training diploma",Education [1],Woman,35 to 64 years,Not a visible minority,87800.0,70.0
2021,British Columbia,"Career, technical or professional training diploma",Health and related fields [10],Man,15 to 34 years,Chinese,83900.0,30.0
2021,British Columbia,"Career, technical or professional training diploma",Health and related fields [10],Man,15 to 34 years,Not a visible minority,61700.0,90.0
2021,British Columbia,"Career, technical or professional training diploma",Health and related fields [10],Man,15 to 34 years,South Asian,67400.0,20.0
2021,British Columbia,"Career, technical or professional training diploma",Health and related fields [10],Man,35 to 64 years,Chinese,59500.0,30.0
2021,British Columbia,"Career, technical or professional training diploma",Health and related fields [10],Woman,15 to 34 years,Chinese,80000.0,60.0
2021,British Columbia,"Career, technical or professional training diploma",Health and related fields [10],Woman,15 to 34 years,Filipino,73900.0,50.0
2021,British Columbia,"Career, technical or professional training diploma",Health and related fields [10],Woman,15 to 34 years,Not a visible minority,69500.0,380.0
2021,British Columbia,"Career, technical or professional training diploma",Health and related fields [10],Woman,15 to 34 years,South Asian,69600.0,60.0
2021,British Columbia,"Career, technical or professional training diploma",Health and related fields [10],Woman,35 to 64 years,Not a visible minority,67200.0,80.0
2021,British Columbia,"Career, technical or professional training diploma",Humanities [3],Woman,15 to 34 years,Not a visible minority,60600.0,30.0
2021,British Columbia,"Career, technical or professional training diploma","Mathematics, computer and information sciences [7]",Man,15 to 34 years,Chinese,71800.0,110.0
2021,British Columbia,"Career, technical or professional training diploma","Mathematics, computer and information sciences [7]",Man,15 to 34 years,Filipino,43000.0,30.0
2021,British Columbia,"Career, technical or professional training diploma","Mathematics, computer and information sciences [7]",Man,15 to 34 years,Multiple visible minorities,49800.0,20.0
2021,British Columbia,"Career, technical or professional training diploma","Mathematics, computer and information sciences [7]",Man,15 to 34 years,Not a visible minority,61000.0,140.0
2021,British Columbia,"Career, technical or professional training diploma","Mathematics, computer and information sciences [7]",Man,15 to 34 years,South Asian,62700.0,20.0
2021,British Columbia,"Career, technical or professional training diploma","Mathematics, computer and information sciences [7]",Woman,15 to 34 years,Not a visible minority,61200.0,60.0
2021,British Columbia,"Career, technical or professional training diploma","Mathematics, computer and information sciences [7]",Woman,35 to 64 years,Not a visible minority,52900.0,20.0
2021,British Columbia,"Career, technical or professional training diploma","Personal, protective and transportation services [11]",Man,15 to 34 years,Not a visible minority,58500.0,80.0
2021,British Columbia,"Career, technical or professional training diploma","Personal, protective and transportation services [11]",Man,15 to 34 years,South Asian,59600.0,40.0
2021,British Columbia,"Career, technical or professional training diploma","Personal, protective and transportation services [11]",Woman,15 to 34 years,Not a visible minority,50400.0,70.0
2021,British Columbia,"Career, technical or professional training diploma","Personal, protective and transportation services [11]",Woman,15 to 34 years,South Asian,56200.0,30.0
2021,British Columbia,"Career, technical or professional training diploma",Social and behavioural sciences and law [4],Man,15 to 34 years,Not a visible minority,44600.0,60.0
2021,British Columbia,"Career, technical or professional training diploma",Social and behavioural sciences and law [4],Man,15 to 34 years,South Asian,57300.0,30.0
2021,British Columbia,"Career, technical or professional training diploma",Social and behavioural sciences and law [4],Woman,15 to 34 years,Not a visible minority,47900.0,230.0
2021,British Columbia,"Career, technical or professional training diploma",Social and behavioural sciences and law [4],Woman,15 to 34 years,South Asian,38800.0,20.0
2021,British Columbia,"Career, technical or professional training diploma",Social and behavioural sciences and law [4],Woman,35 to 64 years,Not a visible minority,48900.0,100.0
2021,British Columbia,"Career, technical or professional training diploma","Visual and performing arts, and communications technologies [2]",Man,15 to 34 years,Chinese,22700.0,20.0
2021,British Columbia,"Career, technical or professional training diploma","Visual and performing arts, and communications technologies [2]",Man,15 to 34 years,Not a visible minority,26800.0,100.0
2021,British Columbia,"Career, technical or professional training diploma","Visual and performing arts, and communications technologies [2]",Woman,15 to 34 years,Chinese,23200.0,40.0
2021,British Columbia,"Career, technical or professional training diploma","Visual and performing arts, and communications technologies [2]",Woman,15 to 34 years,Not a visible minority,29100.0,150.0
2021,British Columbia,"Career, technical or professional training short credential","Agriculture, natural resources and conservation [9]",Man,15 to 34 years,Not a visible minority,50600.0,50.0
2021,British Columbia,"Career, technical or professional training short credential","Agriculture, natural resources and conservation [9]",Man,35 to 64 years,Not a visible minority,102400.0,90.0
2021,British Columbia,"Career, technical or professional training short credential","Agriculture, natural resources and conservation [9]",Woman,15 to 34 years,Not a visible minority,50300.0,100.0
2021,British Columbia,"Career, technical or professional training short credential","Agriculture, natural resources and conservation [9]",Woman,35 to 64 years,Not a visible minority,46400.0,70.0
2021,British Columbia,"Career, technical or professional training short credential","Architecture, engineering, and related trades [8]",Man,35 to 64 years,Not a visible minority,72500.0,40.0
2021,British Columbia,"Career, technical or professional training short credential","Business, management and public administration [5]",Man,15 to 34 years,Not a visible minority,58300.0,50.0
2021,British Columbia,"Career, technical or professional training short credential","Business, management and public administration [5]",Man,35 to 64 years,Not a visible minority,94100.0,70.0
2021,British Columbia,"Career, technical or professional training short credential","Business, management and public administration [5]",Woman,15 to 34 years,Chinese,54200.0,30.0
2021,British Columbia,"Career, technical or professional training short credential","Business, management and public administration [5]",Woman,15 to 34 years,Not a visible minority,54700.0,170.0
2021,British Columbia,"Career, technical or professional training short credential","Business, management and public administration [5]",Woman,35 to 64 years,Not a visible minority,55800.0,280.0
2021,British Columbia,"Career, technical or professional training short credential","Business, management and public administration [5]",Woman,35 to 64 years,South Asian,75000.0,30.0
2021,British Columbia,"Career, technical or professional training short credential",Health and related fields [10],Woman,15 to 34 years,Filipino,34100.0,30.0
2021,British Columbia,"Career, technical or professional training short credential",Health and related fields [10],Woman,15 to 34 years,Not a visible minority,50300.0,150.0
2021,British Columbia,"Career, technical or professional training short credential",Health and related fields [10],Woman,35 to 64 years,Filipino,62900.0,30.0
2021,British Columbia,"Career, technical or professional training short credential",Health and related fields [10],Woman,35 to 64 years,Not a visible minority,52000.0,270.0
2021,British Columbia,"Career, technical or professional training short credential","Personal, protective and transportation services [11]",Man,15 to 34 years,Not a visible minority,93400.0,160.0
2021,British Columbia,"Career, technical or professional training short credential","Personal, protective and transportation services [11]",Man,35 to 64 years,Not a visible minority,102500.0,220.0
2021,British Columbia,"Career, technical or professional training short credential","Personal, protective and transportation services [11]",Woman,15 to 34 years,Not a visible minority,76100.0,80.0
2021,British Columbia,"Career, technical or professional training short credential","Personal, protective and transportation services [11]",Woman,35 to 64 years,Not a visible minority,92800.0,100.0
2021,British Columbia,"Career, technical or professional training short credential",Social and behavioural sciences and law [4],Man,35 to 64 years,Not a visible minority,102500.0,30.0
2021,British Columbia,"Career, technical or professional training short credential",Social and behavioural sciences and law [4],Woman,35 to 64 years,Not a visible minority,62200.0,50.0
2021,British Columbia,Doctoral degree,Physical and life sciences and technologies [6],Man,15 to 34 years,Not a visible minority,84600.0,40.0
2021,British Columbia,Doctoral degree,Social and behavioural sciences and law [4],Woman,35 to 64 years,Not a visible minority,80500.0,30.0
2021,British Columbia,Master's degree,"Agriculture, natural resources and conservation [9]",Man,15 to 34 years,Not a visible minority,82900.0,30.0
2021,British Columbia,Master's degree,"Agriculture, natural resources and conservation [9]",Man,35 to 64 years,Not a visible minority,76600.0,20.0
2021,British Columbia,Master's degree,"Agriculture, natural resources and conservation [9]",Woman,15 to 34 years,Not a visible minority,78900.0,60.0
2021,British Columbia,Master's degree,"Agriculture, natural resources and conservation [9]",Woman,35 to 64 years,Not a visible minority,66600.0,40.0
2021,British Columbia,Master's degree,"Architecture, engineering, and related trades [8]",Man,15 to 34 years,Not a visible minority,77600.0,70.0
2021,British Columbia,Master's degree,"Architecture, engineering, and related trades [8]",Woman,15 to 34 years,Not a visible minority,85000.0,70.0
2021,British Columbia,Master's degree,"Business, management and public administration [5]",Man,15 to 34 years,Chinese,121800.0,30.0
2021,British Columbia,Master's degree,"Business, management and public administration [5]",Man,15 to 34 years,Not a visible minority,118900.0,110.0
2021,British Columbia,Master's degree,"Business, management and public administration [5]",Man,15 to 34 years,South Asian,103000.0,50.0
2021,British Columbia,Master's degree,"Business, management and public administration [5]",Man,35 to 64 years,Not a visible minority,146200.0,140.0
2021,British Columbia,Master's degree,"Business, management and public administration [5]",Man,35 to 64 years,South Asian,153700.0,30.0
2021,British Columbia,Master's degree,"Business, management and public administration [5]",Woman,15 to 34 years,Chinese,83000.0,60.0
2021,British Columbia,Master's degree,"Business, management and public administration [5]",Woman,15 to 34 years,Not a visible minority,83500.0,220.0
2021,British Columbia,Master's degree,"Business, management and public administration [5]",Woman,15 to 34 years,South Asian,93000.0,40.0
2021,British Columbia,Master's degree,"Business, management and public administration [5]",Woman,35 to 64 years,Not a visible minority,117600.0,230.0
2021,British Columbia,Master's degree,"Business, management and public administration [5]",Woman,35 to 64 years,South Asian,108900.0,20.0
2021,British Columbia,Master's degree,Education [1],Man,15 to 34 years,Not a visible minority,89300.0,60.0
2021,British Columbia,Master's degree,Education [1],Man,35 to 64 years,Not a visible minority,106200.0,150.0
2021,British Columbia,Master's degree,Education [1],Woman,15 to 34 years,Chinese,80700.0,30.0
2021,British Columbia,Master's degree,Education [1],Woman,15 to 34 years,Not a visible minority,86800.0,240.0
2021,British Columbia,Master's degree,Education [1],Woman,15 to 34 years,South Asian,92300.0,20.0
2021,British Columbia,Master's degree,Education [1],Woman,35 to 64 years,Not a visible minority,106800.0,360.0
2021,British Columbia,Master's degree,Health and related fields [10],Man,15 to 34 years,Not a visible minority,115700.0,30.0
2021,British Columbia,Master's degree,Health and related fields [10],Woman,15 to 34 years,Chinese,88100.0,50.0
2021,British Columbia,Master's degree,Health and related fields [10],Woman,15 to 34 years,Not a visible minority,87200.0,170.0
2021,British Columbia,Master's degree,Health and related fields [10],Woman,15 to 34 years,South Asian,88600.0,50.0
2021,British Columbia,Master's degree,Health and related fields [10],Woman,35 to 64 years,Not a visible minority,101600.0,90.0
2021,British Columbia,Master's degree,Humanities [3],Man,15 to 34 years,Not a visible minority,59600.0,40.0
2021,British Columbia,Master's degree,Humanities [3],Woman,15 to 34 years,Not a visible minority,51200.0,50.0
2021,British Columbia,Master's degree,"Mathematics, computer and information sciences [7]",Man,15 to 34 years,Not a visible minority,91000.0,70.0
2021,British Columbia,Master's degree,"Mathematics, computer and information sciences [7]",Woman,15 to 34 years,Not a visible minority,53300.0,20.0
2021,British Columbia,Master's degree,Other instructional programs [12],Woman,15 to 34 years,Not a visible minority,84700.0,30.0
2021,British Columbia,Master's degree,Other instructional programs [12],Woman,35 to 64 years,Not a visible minority,130600.0,20.0
2021,British Columbia,Master's degree,"Personal, protective and transportation services [11]",Man,35 to 64 years,Not a visible minority,149400.0,30.0
2021,British Columbia,Master's degree,Physical and life sciences and technologies [6],Man,15 to 34 years,Not a visible minority,78500.0,30.0
2021,British Columbia,Master's degree,Physical and life sciences and technologies [6],Woman,15 to 34 years,Not a visible minority,68000.0,60.0
2021,British Columbia,Master's degree,Social and behavioural sciences and law [4],Man,15 to 34 years,Not a visible minority,78800.0,40.0
2021,British Columbia,Master's degree,Social and behavioural sciences and law [4],Man,35 to 64 years,Not a visible minority,97500.0,30.0
2021,British Columbia,Master's degree,Social and behavioural sciences and law [4],Woman,15 to 34 years,Chinese,74400.0,20.0
2021,British Columbia,Master's degree,Social and behavioural sciences and law [4],Woman,15 to 34 years,Not a visible minority,78000.0,150.0
2021,British Columbia,Master's degree,Social and behavioural sciences and law [4],Woman,15 to 34 years,South Asian,59300.0,30.0
2021,British Columbia,Master's degree,Social and behavioural sciences and law [4],Woman,35 to 64 years,Not a visible minority,82600.0,120.0
2021,British Columbia,Master's diploma,"Business, management and public administration [5]",Woman,35 to 64 years,Not a visible minority,102800.0,30.0
2021,British Columbia,Master's diploma,Education [1],Woman,15 to 34 years,Not a visible minority,87700.0,50.0
2021,British Columbia,Master's diploma,Education [1],Woman,35 to 64 years,Not a visible minority,104600.0,110.0
2021,British Columbia,"Post career, technical or professional training program certificate",Health and related fields [10],Man,15 to 34 years,Not a visible minority,120400.0,20.0
2021,British Columbia,"Post career, technical or professional training program certificate",Health and related fields [10],Man,35 to 64 years,Not a visible minority,131100.0,30.0
2021,British Columbia,"Post career, technical or professional training program certificate",Health and related fields [10],Woman,15 to 34 years,Chinese,119900.0,70.0
2021,British Columbia,"Post career, technical or professional training program certificate",Health and related fields [10],Woman,15 to 34 years,Filipino,100800.0,50.0
2021,British Columbia,"Post career, technical or professional training program certificate",Health and related fields [10],Woman,15 to 34 years,Not a visible minority,102200.0,360.0
2021,British Columbia,"Post career, technical or professional training program certificate",Health and related fields [10],Woman,15 to 34 years,South Asian,104500.0,50.0
2021,British Columbia,"Post career, technical or professional training program certificate",Health and related fields [10],Woman,35 to 64 years,Not a visible minority,108600.0,130.0
2021,British Columbia,"Post career, technical or professional training program certificate",Health and related fields [10],Woman,35 to 64 years,South Asian,137500.0,30.0
2021,British Columbia,Post-baccalaureate non-graduate diploma,"Business, management and public administration [5]",Man,15 to 34 years,Not a visible minority,67700.0,40.0
2021,British Columbia,Post-baccalaureate non-graduate diploma,"Business, management and public administration [5]",Woman,15 to 34 years,Chinese,65300.0,20.0
2021,British Columbia,Post-baccalaureate non-graduate diploma,"Business, management and public administration [5]",Woman,15 to 34 years,Not a visible minority,62500.0,40.0
2021,British Columbia,Post-baccalaureate non-graduate diploma,"Business, management and public administration [5]",Woman,15 to 34 years,South Asian,67100.0,30.0
2021,British Columbia,Post-baccalaureate non-graduate diploma,"Business, management and public administration [5]",Woman,35 to 64 years,Not a visible minority,86000.0,30.0
2021,British Columbia,Post-baccalaureate non-graduate diploma,Education [1],Man,35 to 64 years,Not a visible minority,68400.0,30.0
2021,British Columbia,Post-baccalaureate non-graduate diploma,Education [1],Woman,15 to 34 years,Not a visible minority,72200.0,40.0
2021,British Columbia,Post-baccalaureate non-graduate diploma,Education [1],Woman,35 to 64 years,Not a visible minority,85800.0,60.0
2021,British Columbia,Post-baccalaureate non-graduate diploma,Social and behavioural sciences and law [4],Woman,15 to 34 years,Not a visible minority,44000.0,20.0
2021,British Columbia,Professional degree,Health and related fields [10],Man,15 to 34 years,Chinese,104700.0,40.0
2021,British Columbia,Professional degree,Health and related fields [10],Man,15 to 34 years,Not a visible minority,110600.0,50.0
2021,British Columbia,Professional degree,Health and related fields [10],Man,15 to 34 years,South Asian,98400.0,20.0
2021,British Columbia,Professional degree,Health and related fields [10],Woman,15 to 34 years,Chinese,109400.0,60.0
2021,British Columbia,Professional degree,Health and related fields [10],Woman,15 to 34 years,Not a visible minority,111400.0,60.0
2021,British Columbia,Professional degree,Social and behavioural sciences and law [4],Man,15 to 34 years,Not a visible minority,102800.0,100.0
2021,British Columbia,Professional degree,Social and behavioural sciences and law [4],Woman,15 to 34 years,Chinese,95800.0,30.0
2021,British Columbia,Professional degree,Social and behavioural sciences and law [4],Woman,15 to 34 years,Not a visible minority,104500.0,130.0
2021,British Columbia,Professional degree,Social and behavioural sciences and law [4],Woman,15 to 34 years,South Asian,84200.0,30.0
2021,British Columbia,Undergraduate degree,"Agriculture, natural resources and conservation [9]",Man,15 to 34 years,Chinese,63200.0,30.0
2021,British Columbia,Undergraduate degree,"Agriculture, natural resources and conservation [9]",Man,15 to 34 years,Not a visible minority,71700.0,120.0
2021,British Columbia,Undergraduate degree,"Agriculture, natural resources and conservation [9]",Woman,15 to 34 years,Not a visible minority,60200.0,170.0
2021,British Columbia,Undergraduate degree,"Architecture, engineering, and related trades [8]",Man,15 to 34 years,Chinese,84200.0,210.0
2021,British Columbia,Undergraduate degree,"Architecture, engineering, and related trades [8]",Man,15 to 34 years,Filipino,81600.0,60.0
2021,British Columbia,Undergraduate degree,"Architecture, engineering, and related trades [8]",Man,15 to 34 years,Japanese,79100.0,30.0
2021,British Columbia,Undergraduate degree,"Architecture, engineering, and related trades [8]",Man,15 to 34 years,Korean,62600.0,20.0
2021,British Columbia,Undergraduate degree,"Architecture, engineering, and related trades [8]",Man,15 to 34 years,Multiple visible minorities,76500.0,20.0
2021,British Columbia,Undergraduate degree,"Architecture, engineering, and related trades [8]",Man,15 to 34 years,Not a visible minority,81800.0,610.0
2021,British Columbia,Undergraduate degree,"Architecture, engineering, and related trades [8]",Man,15 to 34 years,South Asian,87600.0,120.0
2021,British Columbia,Undergraduate degree,"Architecture, engineering, and related trades [8]",Man,15 to 34 years,Southeast Asian,78000.0,20.0
2021,British Columbia,Undergraduate degree,"Architecture, engineering, and related trades [8]",Man,15 to 34 years,West Asian,82300.0,20.0
2021,British Columbia,Undergraduate degree,"Architecture, engineering, and related trades [8]",Man,35 to 64 years,Not a visible minority,85000.0,40.0
2021,British Columbia,Undergraduate degree,"Architecture, engineering, and related trades [8]",Woman,15 to 34 years,Chinese,78900.0,70.0
2021,British Columbia,Undergraduate degree,"Architecture, engineering, and related trades [8]",Woman,15 to 34 years,Not a visible minority,80500.0,140.0
2021,British Columbia,Undergraduate degree,"Business, management and public administration [5]",Man,15 to 34 years,Black,55800.0,20.0
2021,British Columbia,Undergraduate degree,"Business, management and public administration [5]",Man,15 to 34 years,Chinese,66400.0,280.0
2021,British Columbia,Undergraduate degree,"Business, management and public administration [5]",Man,15 to 34 years,Filipino,59400.0,40.0
2021,British Columbia,Undergraduate degree,"Business, management and public administration [5]",Man,15 to 34 years,Korean,70000.0,40.0
2021,British Columbia,Undergraduate degree,"Business, management and public administration [5]",Man,15 to 34 years,Multiple visible minorities,64000.0,50.0
2021,British Columbia,Undergraduate degree,"Business, management and public administration [5]",Man,15 to 34 years,Not a visible minority,67200.0,670.0
2021,British Columbia,Undergraduate degree,"Business, management and public administration [5]",Man,15 to 34 years,South Asian,66600.0,250.0
2021,British Columbia,Undergraduate degree,"Business, management and public administration [5]",Man,15 to 34 years,Southeast Asian,62800.0,40.0
2021,British Columbia,Undergraduate degree,"Business, management and public administration [5]",Man,35 to 64 years,Not a visible minority,80300.0,80.0
2021,British Columbia,Undergraduate degree,"Business, management and public administration [5]",Woman,15 to 34 years,Black,60000.0,20.0
2021,British Columbia,Undergraduate degree,"Business, management and public administration [5]",Woman,15 to 34 years,Chinese,66600.0,290.0
2021,British Columbia,Undergraduate degree,"Business, management and public administration [5]",Woman,15 to 34 years,Filipino,62100.0,50.0
2021,British Columbia,Undergraduate degree,"Business, management and public administration [5]",Woman,15 to 34 years,Korean,68100.0,20.0
2021,British Columbia,Undergraduate degree,"Business, management and public administration [5]",Woman,15 to 34 years,Multiple visible minorities,73800.0,20.0
2021,British Columbia,Undergraduate degree,"Business, management and public administration [5]",Woman,15 to 34 years,Not a visible minority,64000.0,740.0
2021,British Columbia,Undergraduate degree,"Business, management and public administration [5]",Woman,15 to 34 years,South Asian,66900.0,300.0
2021,British Columbia,Undergraduate degree,"Business, management and public administration [5]",Woman,15 to 34 years,Southeast Asian,54900.0,40.0
2021,British Columbia,Undergraduate degree,"Business, management and public administration [5]",Woman,35 to 64 years,Not a visible minority,76500.0,200.0
2021,British Columbia,Undergraduate degree,Education [1],Man,15 to 34 years,Chinese,64800.0,40.0
2021,British Columbia,Undergraduate degree,Education [1],Man,15 to 34 years,Not a visible minority,71400.0,260.0
2021,British Columbia,Undergraduate degree,Education [1],Man,15 to 34 years,South Asian,55300.0,30.0
2021,British Columbia,Undergraduate degree,Education [1],Man,35 to 64 years,Not a visible minority,68300.0,60.0
2021,British Columbia,Undergraduate degree,Education [1],Woman,15 to 34 years,Chinese,68400.0,150.0
2021,British Columbia,Undergraduate degree,Education [1],Woman,15 to 34 years,Filipino,57400.0,40.0
2021,British Columbia,Undergraduate degree,Education [1],Woman,15 to 34 years,Korean,66000.0,20.0
2021,British Columbia,Undergraduate degree,Education [1],Woman,15 to 34 years,Not a visible minority,67300.0,850.0
2021,British Columbia,Undergraduate degree,Education [1],Woman,15 to 34 years,South Asian,69800.0,90.0
2021,British Columbia,Undergraduate degree,Education [1],Woman,35 to 64 years,Not a visible minority,68300.0,170.0
2021,British Columbia,Undergraduate degree,Education [1],Woman,35 to 64 years,South Asian,73100.0,20.0
2021,British Columbia,Undergraduate degree,Health and related fields [10],Man,15 to 34 years,Chinese,87300.0,70.0
2021,British Columbia,Undergraduate degree,Health and related fields [10],Man,15 to 34 years,Filipino,104200.0,50.0
2021,British Columbia,Undergraduate degree,Health and related fields [10],Man,15 to 34 years,Not a visible minority,62700.0,240.0
2021,British Columbia,Undergraduate degree,Health and related fields [10],Man,15 to 34 years,South Asian,64600.0,60.0
2021,British Columbia,Undergraduate degree,Health and related fields [10],Man,35 to 64 years,Not a visible minority,105100.0,30.0
2021,British Columbia,Undergraduate degree,Health and related fields [10],Woman,15 to 34 years,Black,79900.0,30.0
2021,British Columbia,Undergraduate degree,Health and related fields [10],Woman,15 to 34 years,Chinese,72100.0,170.0
2021,British Columbia,Undergraduate degree,Health and related fields [10],Woman,15 to 34 years,Filipino,81900.0,80.0
2021,British Columbia,Undergraduate degree,Health and related fields [10],Woman,15 to 34 years,Korean,99200.0,20.0
2021,British Columbia,Undergraduate degree,Health and related fields [10],Woman,15 to 34 years,Multiple visible minorities,92600.0,50.0
2021,British Columbia,Undergraduate degree,Health and related fields [10],Woman,15 to 34 years,Not a visible minority,84200.0,970.0
2021,British Columbia,Undergraduate degree,Health and related fields [10],Woman,15 to 34 years,South Asian,86500.0,230.0
2021,British Columbia,Undergraduate degree,Health and related fields [10],Woman,15 to 34 years,Southeast Asian,75700.0,30.0
2021,British Columbia,Undergraduate degree,Health and related fields [10],Woman,15 to 34 years,West Asian,72400.0,20.0
2021,British Columbia,Undergraduate degree,Health and related fields [10],Woman,35 to 64 years,Not a visible minority,97500.0,140.0
2021,British Columbia,Undergraduate degree,Humanities [3],Man,15 to 34 years,Chinese,53700.0,60.0
2021,British Columbia,Undergraduate degree,Humanities [3],Man,15 to 34 years,Not a visible minority,49400.0,280.0
2021,British Columbia,Undergraduate degree,Humanities [3],Man,15 to 34 years,South Asian,45600.0,40.0
2021,British Columbia,Undergraduate degree,Humanities [3],Man,35 to 64 years,Not a visible minority,68200.0,40.0
2021,British Columbia,Undergraduate degree,Humanities [3],Woman,15 to 34 years,Chinese,41600.0,80.0
2021,British Columbia,Undergraduate degree,Humanities [3],Woman,15 to 34 years,Not a visible minority,48300.0,570.0
2021,British Columbia,Undergraduate degree,Humanities [3],Woman,15 to 34 years,South Asian,51500.0,50.0
2021,British Columbia,Undergraduate degree,Humanities [3],Woman,35 to 64 years,Not a visible minority,68400.0,80.0
2021,British Columbia,Undergraduate degree,"Mathematics, computer and information sciences [7]",Man,15 to 34 years,Chinese,89100.0,250.0
2021,British Columbia,Undergraduate degree,"Mathematics, computer and information sciences [7]",Man,15 to 34 years,Filipino,80700.0,30.0
2021,British Columbia,Undergraduate degree,"Mathematics, computer and information sciences [7]",Man,15 to 34 years,Korean,96000.0,30.0
2021,British Columbia,Undergraduate degree,"Mathematics, computer and information sciences [7]",Man,15 to 34 years,Not a visible minority,75500.0,310.0
2021,British Columbia,Undergraduate degree,"Mathematics, computer and information sciences [7]",Man,15 to 34 years,South Asian,76000.0,60.0
2021,British Columbia,Undergraduate degree,"Mathematics, computer and information sciences [7]",Man,15 to 34 years,West Asian,76600.0,30.0
2021,British Columbia,Undergraduate degree,"Mathematics, computer and information sciences [7]",Woman,15 to 34 years,Chinese,93400.0,120.0
2021,British Columbia,Undergraduate degree,"Mathematics, computer and information sciences [7]",Woman,15 to 34 years,Korean,73700.0,30.0
2021,British Columbia,Undergraduate degree,"Mathematics, computer and information sciences [7]",Woman,15 to 34 years,Not a visible minority,88200.0,90.0
2021,British Columbia,Undergraduate degree,Other instructional programs [12],Man,15 to 34 years,Not a visible minority,61400.0,50.0
2021,British Columbia,Undergraduate degree,Other instructional programs [12],Woman,15 to 34 years,Not a visible minority,56000.0,80.0
2021,British Columbia,Undergraduate degree,Other instructional programs [12],Woman,35 to 64 years,Not a visible minority,70000.0,20.0
2021,British Columbia,Undergraduate degree,"Personal, protective and transportation services [11]",Man,15 to 34 years,Not a visible minority,65300.0,20.0
2021,British Columbia,Undergraduate degree,"Personal, protective and transportation services [11]",Man,15 to 34 years,South Asian,66400.0,20.0
2021,British Columbia,Undergraduate degree,"Personal, protective and transportation services [11]",Woman,15 to 34 years,Not a visible minority,65400.0,70.0
2021,British Columbia,Undergraduate degree,"Personal, protective and transportation services [11]",Woman,15 to 34 years,South Asian,65200.0,30.0
2021,British Columbia,Undergraduate degree,Physical and life sciences and technologies [6],Man,15 to 34 years,Chinese,49100.0,110.0
2021,British Columbia,Undergraduate degree,Physical and life sciences and technologies [6],Man,15 to 34 years,Not a visible minority,56900.0,270.0
2021,British Columbia,Undergraduate degree,Physical and life sciences and technologies [6],Man,15 to 34 years,South Asian,39800.0,80.0
2021,British Columbia,Undergraduate degree,Physical and life sciences and technologies [6],Woman,15 to 34 years,Chinese,55600.0,150.0
2021,British Columbia,Undergraduate degree,Physical and life sciences and technologies [6],Woman,15 to 34 years,Filipino,51200.0,30.0
2021,British Columbia,Undergraduate degree,Physical and life sciences and technologies [6],Woman,15 to 34 years,Not a visible minority,52100.0,310.0
2021,British Columbia,Undergraduate degree,Physical and life sciences and technologies [6],Woman,15 to 34 years,South Asian,29500.0,70.0
